event,course,age_start,age_end,mean,std
400 FR,LCM,16,23,1.0622,0.0328
400 FR,LCM,16,24,1.0701,0.0389
400 FR,LCM,16,25,1.0690,0.0402
400 FR,LCM,17,19,1.0786,0.0228
400 FR,LCM,17,20,1.0732,0.0261
400 FR,LCM,17,21,1.0708,0.0271
400 FR,LCM,17,22,1.0685,0.0312
400 FR,LCM,17,23,1.0756,0.0318
400 FR,LCM,17,24,1.0867,0.0328
400 FR,LCM,17,25,1.0858,0.0356
400 FR,LCM,18,19,1.0836,0.0222
400 FR,LCM,18,20,1.0798,0.0241
400 FR,LCM,18,21,1.0764,0.0262
400 FR,LCM,18,22,1.0760,0.0293
400 FR,LCM,18,23,1.0861,0.0264
400 FR,LCM,18,24,1.0909,0.0386
400 FR,LCM,18,25,1.0994,0.0379
400 FR,LCM,19,20,1.0822,0.0224
400 FR,LCM,19,21,1.0811,0.0238
400 FR,LCM,19,22,1.0825,0.0247
400 FR,LCM,19,23,1.0931,0.0264
400 FR,LCM,19,24,1.1041,0.0228
400 FR,LCM,19,25,1.1061,0.0255
400 FR,LCM,20,21,1.0866,0.0215
400 FR,LCM,20,22,1.0884,0.0240
400 FR,LCM,20,23,1.0991,0.0251
400 FR,LCM,20,24,1.1070,0.0228
400 FR,LCM,20,25,1.1082,0.0271
400 FR,LCM,21,22,1.0902,0.0215
400 FR,LCM,21,23,1.0974,0.0258
400 FR,LCM,21,24,1.1052,0.0260
400 FR,LCM,21,25,1.1129,0.0285
400 FR,SCM,15,19,1.0338,0.0456
400 FR,SCM,15,20,1.0396,0.0434
400 FR,SCM,15,21,1.0445,0.0474
400 FR,SCM,15,22,1.0558,0.0877
400 FR,SCM,15,23,1.1154,0.0370
400 FR,SCM,15,24,,
400 FR,SCM,15,25,1.1601,0.0224
400 FR,SCM,16,19,1.0712,0.0370
400 FR,SCM,16,20,1.0713,0.0357
400 FR,SCM,16,21,1.0739,0.0310
400 FR,SCM,16,22,1.0753,0.0557
400 FR,SCM,16,23,1.0657,0.0385
400 FR,SCM,16,24,1.1442,0.0203
400 FR,SCM,16,25,1.1202,
400 FR,SCM,17,19,1.1023,0.0324
400 FR,SCM,17,20,1.1024,0.0320
400 FR,SCM,17,21,1.1031,0.0297
400 FR,SCM,17,22,1.1018,0.0391
400 FR,SCM,17,23,1.1103,0.0453
400 FR,SCM,17,24,1.0813,0.0849
400 FR,SCM,17,25,1.0855,
400 FR,SCM,18,19,1.1230,0.0287
400 FR,SCM,18,20,1.1252,0.0236
400 FR,SCM,18,21,1.1176,0.0291
400 FR,SCM,18,22,1.1226,0.0317
400 FR,SCM,18,23,1.1274,0.0343
400 FR,SCM,18,24,1.1315,0.0098
400 FR,SCM,18,25,1.1245,
400 FR,SCM,19,20,1.1258,0.0224
400 FR,SCM,19,21,1.1289,0.0207
400 FR,SCM,19,22,1.1239,0.0289
400 FR,SCM,19,23,1.1253,0.0306
400 FR,SCM,19,24,1.1398,0.0303
400 FR,SCM,19,25,1.1253,
400 FR,SCM,20,21,1.1286,0.0230
400 FR,SCM,20,22,1.1438,0.0205
400 FR,SCM,20,23,1.1358,0.0247
400 FR,SCM,20,24,1.1458,0.0155
400 FR,SCM,20,25,1.1596,0.0256
400 FR,SCM,21,22,1.1346,0.0205
400 FR,SCM,21,23,1.1415,0.0286
400 FR,SCM,21,24,1.1649,0.0241
400 FR,SCM,21,25,1.1524,
400 IM,LCM,15,19,0.8086,0.0259
400 IM,LCM,15,20,0.8019,0.0262
400 IM,LCM,15,21,0.7987,0.0268
400 IM,LCM,15,22,0.7990,0.0286
400 IM,LCM,15,23,0.8054,0.0336
400 IM,LCM,15,24,0.8204,0.0314
400 IM,LCM,15,25,0.8167,0.0197
400 IM,LCM,16,19,0.8290,0.0215
400 IM,LCM,16,20,0.8229,0.0228
400 IM,LCM,16,21,0.8196,0.0240
400 IM,LCM,16,22,0.8189,0.0251
400 IM,LCM,16,23,0.8256,0.0255
400 IM,LCM,16,24,0.8382,0.0190
400 IM,LCM,16,25,0.8376,0.0150
400 IM,LCM,17,19,0.8432,0.0181
400 IM,LCM,17,20,0.8378,0.0194
400 IM,LCM,17,21,0.8353,0.0204
400 IM,LCM,17,22,0.8328,0.0244
400 IM,LCM,17,23,0.8389,0.0267
400 IM,LCM,17,24,0.8424,0.0304
400 IM,LCM,17,25,0.8399,0.0318
400 IM,LCM,18,19,0.8477,0.0178
400 IM,LCM,18,20,0.8429,0.0194
400 IM,LCM,18,21,0.8411,0.0198
400 IM,LCM,18,22,0.8399,0.0229
400 IM,LCM,18,23,0.8487,0.0249
400 IM,LCM,18,24,0.8458,0.0321
400 IM,LCM,18,25,0.8572,0.0293
400 IM,LCM,19,20,0.8457,0.0178
400 IM,LCM,19,21,0.8445,0.0183
400 IM,LCM,19,22,0.8438,0.0203
400 IM,LCM,19,23,0.8550,0.0210
400 IM,LCM,19,24,0.8647,0.0203
400 IM,LCM,19,25,0.8642,0.0141
400 IM,LCM,20,21,0.8470,0.0180
400 IM,LCM,20,22,0.8487,0.0186
400 IM,LCM,20,23,0.8554,0.0202
400 IM,LCM,20,24,0.8630,0.0234
400 IM,LCM,20,25,0.8627,0.0254
400 IM,LCM,21,22,0.8511,0.0176
400 IM,LCM,21,23,0.8597,0.0222
400 IM,LCM,21,24,0.8621,0.0290
400 IM,LCM,21,25,0.8687,0.0232
400 IM,SCM,15,19,0.8060,0.0343
400 IM,SCM,15,20,0.8126,0.0317
400 IM,SCM,15,21,0.8104,0.0356
400 IM,SCM,15,22,0.8359,0.0509
400 IM,SCM,15,23,0.8736,0.0239
400 IM,SCM,15,24,0.9190,
400 IM,SCM,15,25,,
400 IM,SCM,16,19,0.8371,0.0294
400 IM,SCM,16,20,0.8443,0.0260
400 IM,SCM,16,21,0.8405,0.0339
400 IM,SCM,16,22,0.8622,0.0290
400 IM,SCM,16,23,0.8730,0.0172
400 IM,SCM,16,24,0.8669,
400 IM,SCM,16,25,0.8594,
400 IM,SCM,17,19,0.8628,0.0214
400 IM,SCM,17,20,0.8552,0.0254
400 IM,SCM,17,21,0.8489,0.0221
400 IM,SCM,17,22,0.8617,0.0257
400 IM,SCM,17,23,0.8600,0.0487
400 IM,SCM,17,24,0.8148,
400 IM,SCM,17,25,0.8699,0.0640
400 IM,SCM,18,19,0.8730,0.0248
400 IM,SCM,18,20,0.8707,0.0239
400 IM,SCM,18,21,0.8703,0.0283
400 IM,SCM,18,22,0.8789,0.0345
400 IM,SCM,18,23,0.8702,0.0230
400 IM,SCM,18,24,0.8828,0.0124
400 IM,SCM,18,25,0.8727,
400 IM,SCM,19,20,0.8859,0.0143
400 IM,SCM,19,21,0.8845,0.0232
400 IM,SCM,19,22,0.8922,0.0248
400 IM,SCM,19,23,0.8908,0.0273
400 IM,SCM,19,24,0.8911,0.0147
400 IM,SCM,19,25,0.8914,0.0177
400 IM,SCM,20,21,0.8890,0.0173
400 IM,SCM,20,22,0.8892,0.0179
400 IM,SCM,20,23,0.8904,0.0224
400 IM,SCM,20,24,0.8962,0.0069
400 IM,SCM,20,25,,
400 IM,SCM,21,22,0.8925,0.0134
400 IM,SCM,21,23,0.9016,0.0164
400 IM,SCM,21,24,0.9063,0.0094
400 IM,SCM,21,25,0.9059,0.0188
400 IM,SCY,15,19,0.9281,0.0284
400 IM,SCY,15,20,0.9213,0.0298
400 IM,SCY,15,21,0.9155,0.0297
400 IM,SCY,15,22,0.9120,0.0333
400 IM,SCY,15,23,0.9255,0.0448
400 IM,SCY,15,24,0.9348,0.0291
400 IM,SCY,15,25,0.9407,0.0216
400 IM,SCY,16,19,0.9553,0.0232
400 IM,SCY,16,20,0.9484,0.0250
400 IM,SCY,16,21,0.9426,0.0260
400 IM,SCY,16,22,0.9401,0.0291
400 IM,SCY,16,23,0.9480,0.0269
400 IM,SCY,16,24,0.9494,0.0256
400 IM,SCY,16,25,0.9622,0.0276
400 IM,SCY,17,19,0.9727,0.0185
400 IM,SCY,17,20,0.9659,0.0206
400 IM,SCY,17,21,0.9615,0.0215
400 IM,SCY,17,22,0.9552,0.0250
400 IM,SCY,17,23,0.9576,0.0321
400 IM,SCY,17,24,0.9565,0.0252
400 IM,SCY,17,25,0.9612,0.0296
400 IM,SCY,18,19,0.9870,0.0151
400 IM,SCY,18,20,0.9805,0.0172
400 IM,SCY,18,21,0.9769,0.0196
400 IM,SCY,18,22,0.9691,0.0218
400 IM,SCY,18,23,0.9830,0.0282
400 IM,SCY,18,24,0.9869,0.0279
400 IM,SCY,18,25,0.9805,0.0348
400 IM,SCY,19,20,0.9931,0.0123
400 IM,SCY,19,21,0.9903,0.0150
400 IM,SCY,19,22,0.9862,0.0171
400 IM,SCY,19,23,0.9957,0.0262
400 IM,SCY,19,24,0.9931,0.0195
400 IM,SCY,19,25,0.9926,0.0260
400 IM,SCY,20,21,0.9960,0.0128
400 IM,SCY,20,22,0.9930,0.0159
400 IM,SCY,20,23,1.0007,0.0238
400 IM,SCY,20,24,1.0048,0.0238
400 IM,SCY,20,25,1.0200,0.0169
400 IM,SCY,21,22,0.9977,0.0135
400 IM,SCY,21,23,0.9989,0.0197
400 IM,SCY,21,24,1.0040,0.0257
400 IM,SCY,21,25,1.0239,0.0263
50 FR,LCM,15,19,0.7895,0.0292
50 FR,LCM,15,20,0.7810,0.0293
50 FR,LCM,15,21,0.7741,0.0303
50 FR,LCM,15,22,0.7741,0.0305
50 FR,LCM,15,23,0.7734,0.0370
50 FR,LCM,15,24,0.7706,0.0396
50 FR,LCM,15,25,0.7842,0.0294
50 FR,LCM,16,19,0.8155,0.0246
50 FR,LCM,16,20,0.8052,0.0255
50 FR,LCM,16,21,0.7993,0.0265
50 FR,LCM,16,22,0.7971,0.0266
50 FR,LCM,16,23,0.8005,0.0295
50 FR,LCM,16,24,0.8036,0.0358
50 FR,LCM,16,25,0.8071,0.0230
50 FR,LCM,17,19,0.8347,0.0189
50 FR,LCM,17,20,0.8253,0.0206
50 FR,LCM,17,21,0.8180,0.0215
50 FR,LCM,17,22,0.8163,0.0217
50 FR,LCM,17,23,0.8179,0.0225
50 FR,LCM,17,24,0.8176,0.0349
50 FR,LCM,17,25,0.8214,0.0218
50 FR,LCM,18,19,0.8420,0.0166
50 FR,LCM,18,20,0.8340,0.0180
50 FR,LCM,18,21,0.8280,0.0196
50 FR,LCM,18,22,0.8254,0.0204
50 FR,LCM,18,23,0.8274,0.0201
50 FR,LCM,18,24,0.8287,0.0272
50 FR,LCM,18,25,0.8274,0.0253
50 FR,LCM,19,20,0.8421,0.0162
50 FR,LCM,19,21,0.8365,0.0185
50 FR,LCM,19,22,0.8350,0.0189
50 FR,LCM,19,23,0.8397,0.0217
50 FR,LCM,19,24,0.8430,0.0265
50 FR,LCM,19,25,0.8453,0.0259
50 FR,LCM,20,21,0.8444,0.0159
50 FR,LCM,20,22,0.8426,0.0178
50 FR,LCM,20,23,0.8444,0.0208
50 FR,LCM,20,24,0.8510,0.0235
50 FR,LCM,20,25,0.8514,0.0224
50 FR,LCM,21,22,0.8461,0.0168
50 FR,LCM,21,23,0.8476,0.0213
50 FR,LCM,21,24,0.8536,0.0223
50 FR,LCM,21,25,0.8579,0.0221
50 FR,SCM,15,19,0.7984,0.0349
50 FR,SCM,15,20,0.7954,0.0330
50 FR,SCM,15,21,0.7933,0.0341
50 FR,SCM,15,22,0.7819,0.0325
50 FR,SCM,15,23,0.8158,0.0731
50 FR,SCM,15,24,0.8132,0.0796
50 FR,SCM,15,25,0.8620,0.1239
50 FR,SCM,16,19,0.8163,0.0314
50 FR,SCM,16,20,0.8213,0.0318
50 FR,SCM,16,21,0.8091,0.0339
50 FR,SCM,16,22,0.7979,0.0292
50 FR,SCM,16,23,0.8137,0.0196
50 FR,SCM,16,24,0.8151,0.0061
50 FR,SCM,16,25,0.8210,0.0196
50 FR,SCM,17,19,0.8466,0.0273
50 FR,SCM,17,20,0.8386,0.0285
50 FR,SCM,17,21,0.8254,0.0258
50 FR,SCM,17,22,0.8253,0.0300
50 FR,SCM,17,23,0.8537,0.0555
50 FR,SCM,17,24,0.8374,0.0623
50 FR,SCM,17,25,0.8372,
50 FR,SCM,18,19,0.8682,0.0250
50 FR,SCM,18,20,0.8654,0.0213
50 FR,SCM,18,21,0.8631,0.0244
50 FR,SCM,18,22,0.8623,0.0235
50 FR,SCM,18,23,0.8676,0.0152
50 FR,SCM,18,24,0.8805,0.0194
50 FR,SCM,18,25,0.8729,0.0110
50 FR,SCM,19,20,0.8744,0.0247
50 FR,SCM,19,21,0.8715,0.0227
50 FR,SCM,19,22,0.8726,0.0204
50 FR,SCM,19,23,0.8752,0.0220
50 FR,SCM,19,24,0.8756,0.0198
50 FR,SCM,19,25,0.8815,0.0225
50 FR,SCM,20,21,0.8806,0.0190
50 FR,SCM,20,22,0.8771,0.0180
50 FR,SCM,20,23,0.8744,0.0236
50 FR,SCM,20,24,0.8977,0.0263
50 FR,SCM,20,25,0.8762,0.0227
50 FR,SCM,21,22,0.8823,0.0210
50 FR,SCM,21,23,0.8882,0.0202
50 FR,SCM,21,24,0.8973,0.0254
50 FR,SCM,21,25,0.8855,0.0321
50 FR,SCY,15,19,0.9119,0.0315
50 FR,SCY,15,20,0.9012,0.0331
50 FR,SCY,15,21,0.8923,0.0340
50 FR,SCY,15,22,0.8875,0.0346
50 FR,SCY,15,23,0.8897,0.0376
50 FR,SCY,15,24,0.8947,0.0418
50 FR,SCY,15,25,0.9037,0.0380
50 FR,SCY,16,19,0.9423,0.0255
50 FR,SCY,16,20,0.9319,0.0265
50 FR,SCY,16,21,0.9237,0.0280
50 FR,SCY,16,22,0.9175,0.0296
50 FR,SCY,16,23,0.9238,0.0289
50 FR,SCY,16,24,0.9257,0.0330
50 FR,SCY,16,25,0.9261,0.0286
50 FR,SCY,17,19,0.9635,0.0192
50 FR,SCY,17,20,0.9533,0.0219
50 FR,SCY,17,21,0.9457,0.0235
50 FR,SCY,17,22,0.9391,0.0281
50 FR,SCY,17,23,0.9416,0.0236
50 FR,SCY,17,24,0.9473,0.0292
50 FR,SCY,17,25,0.9471,0.0239
50 FR,SCY,18,19,0.9810,0.0152
50 FR,SCY,18,20,0.9707,0.0186
50 FR,SCY,18,21,0.9634,0.0204
50 FR,SCY,18,22,0.9560,0.0223
50 FR,SCY,18,23,0.9569,0.0237
50 FR,SCY,18,24,0.9627,0.0269
50 FR,SCY,18,25,0.9638,0.0265
50 FR,SCY,19,20,0.9866,0.0147
50 FR,SCY,19,21,0.9798,0.0173
50 FR,SCY,19,22,0.9731,0.0193
50 FR,SCY,19,23,0.9728,0.0259
50 FR,SCY,19,24,0.9832,0.0290
50 FR,SCY,19,25,0.9863,0.0310
50 FR,SCY,20,21,0.9911,0.0137
50 FR,SCY,20,22,0.9864,0.0162
50 FR,SCY,20,23,0.9832,0.0206
50 FR,SCY,20,24,0.9858,0.0214
50 FR,SCY,20,25,0.9918,0.0243
50 FR,SCY,21,22,0.9937,0.0149
50 FR,SCY,21,23,0.9914,0.0217
50 FR,SCY,21,24,0.9950,0.0269
50 FR,SCY,21,25,1.0037,0.0212
500 FR,SCY,15,19,0.9392,0.0264
500 FR,SCY,15,20,0.9332,0.0292
500 FR,SCY,15,21,0.9307,0.0292
500 FR,SCY,15,22,0.9247,0.0339
500 FR,SCY,15,23,0.9352,0.0279
500 FR,SCY,15,24,0.9497,0.0375
500 FR,SCY,15,25,0.9403,0.0386
500 FR,SCY,16,19,0.9626,0.0219
500 FR,SCY,16,20,0.9569,0.0243
500 FR,SCY,16,21,0.9538,0.0250
500 FR,SCY,16,22,0.9496,0.0278
500 FR,SCY,16,23,0.9508,0.0343
500 FR,SCY,16,24,0.9715,0.0241
500 FR,SCY,16,25,0.9656,0.0317
500 FR,SCY,17,19,0.9769,0.0172
500 FR,SCY,17,20,0.9720,0.0195
500 FR,SCY,17,21,0.9685,0.0209
500 FR,SCY,17,22,0.9647,0.0225
500 FR,SCY,17,23,0.9678,0.0251
500 FR,SCY,17,24,0.9759,0.0359
500 FR,SCY,17,25,0.9769,0.0261
500 FR,SCY,18,19,0.9887,0.0141
500 FR,SCY,18,20,0.9842,0.0158
500 FR,SCY,18,21,0.9808,0.0182
500 FR,SCY,18,22,0.9755,0.0210
500 FR,SCY,18,23,0.9851,0.0243
500 FR,SCY,18,24,0.9937,0.0306
500 FR,SCY,18,25,0.9909,0.0231
500 FR,SCY,19,20,0.9939,0.0121
500 FR,SCY,19,21,0.9912,0.0138
500 FR,SCY,19,22,0.9899,0.0161
500 FR,SCY,19,23,0.9923,0.0220
500 FR,SCY,19,24,0.9930,0.0239
500 FR,SCY,19,25,1.0040,0.0167
500 FR,SCY,20,21,0.9967,0.0113
500 FR,SCY,20,22,0.9959,0.0147
500 FR,SCY,20,23,0.9977,0.0208
500 FR,SCY,20,24,1.0051,0.0182
500 FR,SCY,20,25,1.0069,0.0202
500 FR,SCY,21,22,0.9981,0.0127
500 FR,SCY,21,23,0.9973,0.0192
500 FR,SCY,21,24,1.0022,0.0193
500 FR,SCY,21,25,1.0163,0.0197
800 FR,LCM,15,19,1.7537,0.0562
800 FR,LCM,15,20,1.7489,0.0584
800 FR,LCM,15,21,1.7404,0.0599
800 FR,LCM,15,22,1.7358,0.0597
800 FR,LCM,15,23,1.7627,0.0447
800 FR,LCM,15,24,1.7593,0.0539
800 FR,LCM,15,25,1.7536,0.0677
800 FR,LCM,16,19,1.7900,0.0487
800 FR,LCM,16,20,1.7850,0.0484
800 FR,LCM,16,21,1.7782,0.0505
800 FR,LCM,16,22,1.7772,0.0562
800 FR,LCM,16,23,1.8026,0.0409
800 FR,LCM,16,24,1.7826,0.0858
800 FR,LCM,16,25,1.7842,0.0774
800 FR,LCM,17,19,1.8137,0.0412
800 FR,LCM,17,20,1.8068,0.0434
800 FR,LCM,17,21,1.8052,0.0458
800 FR,LCM,17,22,1.8041,0.0503
800 FR,LCM,17,23,1.8133,0.0449
800 FR,LCM,17,24,1.8442,0.0395
800 FR,LCM,17,25,1.7946,0.0483
800 FR,LCM,18,19,1.8159,0.0401
800 FR,LCM,18,20,1.8100,0.0418
800 FR,LCM,18,21,1.8096,0.0450
800 FR,LCM,18,22,1.8085,0.0468
800 FR,LCM,18,23,1.8235,0.0463
800 FR,LCM,18,24,1.8337,0.0436
800 FR,LCM,18,25,1.7923,0.0893
800 FR,LCM,19,20,1.8129,0.0405
800 FR,LCM,19,21,1.8099,0.0436
800 FR,LCM,19,22,1.8162,0.0435
800 FR,LCM,19,23,1.8423,0.0335
800 FR,LCM,19,24,1.8609,0.0242
800 FR,LCM,19,25,1.8288,0.0392
800 FR,LCM,20,21,1.8202,0.0366
800 FR,LCM,20,22,1.8211,0.0397
800 FR,LCM,20,23,1.8384,0.0423
800 FR,LCM,20,24,1.8595,0.0383
800 FR,LCM,20,25,1.8462,0.0472
800 FR,LCM,21,22,1.8202,0.0406
800 FR,LCM,21,23,1.8377,0.0382
800 FR,LCM,21,24,1.8588,0.0235
800 FR,LCM,21,25,1.8307,0.0419
800 FR,SCM,15,19,1.7602,0.0729
800 FR,SCM,15,20,1.7742,0.0872
800 FR,SCM,15,21,1.7197,0.1017
800 FR,SCM,15,22,1.7584,0.0830
800 FR,SCM,15,23,1.8996,
800 FR,SCM,15,24,,
800 FR,SCM,15,25,1.8514,
800 FR,SCM,16,19,1.7821,0.0469
800 FR,SCM,16,20,1.7902,0.0326
800 FR,SCM,16,21,1.7810,0.0465
800 FR,SCM,16,22,1.7740,0.0526
800 FR,SCM,16,23,1.7917,
800 FR,SCM,16,24,,
800 FR,SCM,16,25,,
800 FR,SCM,17,19,1.8398,0.0688
800 FR,SCM,17,20,1.8683,0.0742
800 FR,SCM,17,21,1.8485,0.0835
800 FR,SCM,17,22,1.8423,0.0609
800 FR,SCM,17,23,1.8692,0.1106
800 FR,SCM,17,24,,
800 FR,SCM,17,25,,
800 FR,SCM,18,19,1.8858,0.0407
800 FR,SCM,18,20,1.8931,0.0445
800 FR,SCM,18,21,1.8936,0.0607
800 FR,SCM,18,22,1.9198,0.0251
800 FR,SCM,18,23,1.8795,0.0989
800 FR,SCM,18,24,,
800 FR,SCM,18,25,,
800 FR,SCM,19,20,1.8785,0.0588
800 FR,SCM,19,21,1.8690,0.0530
800 FR,SCM,19,22,1.8834,0.0535
800 FR,SCM,19,23,1.8874,0.1040
800 FR,SCM,19,24,,
800 FR,SCM,19,25,,
800 FR,SCM,20,21,1.9111,0.0591
800 FR,SCM,20,22,1.9154,0.0467
800 FR,SCM,20,23,1.9104,0.0494
800 FR,SCM,20,24,,
800 FR,SCM,20,25,,
800 FR,SCM,21,22,1.8998,0.0253
800 FR,SCM,21,23,1.8820,0.0015
800 FR,SCM,21,24,,
800 FR,SCM,21,25,,
